"gene"	"pLI"	"intolerant"	"interaction_type"	"snp"	"log2_aFC"
"B4GALT3"	0.011393	"Tolerant"	"non-eQTL"	NA	NA
"IL20RA"	0.027129	"Tolerant"	"non-eQTL"	NA	NA
"STC2"	0.26588	"Tolerant"	"non-eQTL"	NA	NA
"TRIM37"	9.7042e-12	"Tolerant"	"non-eQTL"	NA	NA
"TMEM151B"	0.13582	"Tolerant"	"non-eQTL"	NA	NA
"PACSIN3"	0.0018909	"Tolerant"	"non-eQTL"	NA	NA
"PDIK1L"	0.26436	"Tolerant"	"non-eQTL"	NA	NA
"KLHL7"	4.559e-05	"Tolerant"	"non-eQTL"	NA	NA
"ZNF641"	0.0045726	"Tolerant"	"non-eQTL"	NA	NA
"TNFAIP1"	0.13509	"Tolerant"	"non-eQTL"	NA	NA
"RAB11B"	0.4442	"Tolerant"	"non-eQTL"	NA	NA
"SSTR2"	0.44416	"Tolerant"	"non-eQTL"	NA	NA
"NLE1"	0.0002959	"Tolerant"	"non-eQTL"	NA	NA
"B3GAT1"	0.13521	"Tolerant"	"non-eQTL"	NA	NA
"IL21"	0.6254	"Tolerant"	"non-eQTL"	NA	NA
"TRIM7"	0.02684	"Tolerant"	"non-eQTL"	NA	NA
"KIAA1958"	0.011171	"Tolerant"	"non-eQTL"	NA	NA
"PURB"	0.62543	"Tolerant"	"non-eQTL"	NA	NA
"TNFSF10"	0.13495	"Tolerant"	"non-eQTL"	NA	NA
"TMEM60"	0.75498	"Tolerant"	"non-eQTL"	NA	NA
"PHF10"	0.0002878	"Tolerant"	"non-eQTL"	NA	NA
"USP38"	3.8483e-07	"Tolerant"	"non-eQTL"	NA	NA
"ZBTB48"	0.00011507	"Tolerant"	"non-eQTL"	NA	NA
"SIGLEC10"	6.8352e-06	"Tolerant"	"non-eQTL"	NA	NA
"CHL1"	8.889e-12	"Tolerant"	"non-eQTL"	NA	NA
"CRBN"	0.00028911	"Tolerant"	"non-eQTL"	NA	NA
"LRIG3"	1.1655e-09	"Tolerant"	"non-eQTL"	NA	NA
"SERPINI1"	0.026631	"Tolerant"	"non-eQTL"	NA	NA
"TMEM2"	4.6831e-13	"Tolerant"	"non-eQTL"	NA	NA
"C2CD3"	4.4437e-19	"Tolerant"	"non-eQTL"	NA	NA
"SUDS3"	0.0045448	"Tolerant"	"non-eQTL"	NA	NA
"ELF4"	0.06139	"Tolerant"	"non-eQTL"	NA	NA
"RAD51"	0.026578	"Tolerant"	"non-eQTL"	NA	NA
"MGAT4A"	4.4513e-05	"Tolerant"	"non-eQTL"	NA	NA
"TMEM132E"	4.4887e-05	"Tolerant"	"non-eQTL"	NA	NA
"CACNB3"	0.00028915	"Tolerant"	"non-eQTL"	NA	NA
"AQP3"	0.13398	"Tolerant"	"non-eQTL"	NA	NA
"MPHOSPH9"	1.6616e-10	"Tolerant"	"non-eQTL"	NA	NA
"AP3M1"	0.026524	"Tolerant"	"non-eQTL"	NA	NA
"GALNT7"	2.5907e-06	"Tolerant"	"non-eQTL"	NA	NA
"CELF6"	0.0044515	"Tolerant"	"non-eQTL"	NA	NA
"TMEM56"	0.26127	"Tolerant"	"non-eQTL"	NA	NA
"MYO1G"	4.3609e-10	"Tolerant"	"non-eQTL"	NA	NA
"RGS3"	2.2646e-11	"Tolerant"	"non-eQTL"	NA	NA
"CUEDC2"	0.060805	"Tolerant"	"non-eQTL"	NA	NA
"CLPTM1L"	4.3885e-05	"Tolerant"	"non-eQTL"	NA	NA
"UHRF1BP1"	4.4659e-13	"Tolerant"	"non-eQTL"	NA	NA
"ZBTB14"	0.26111	"Tolerant"	"non-eQTL"	NA	NA
"ACTL6B"	0.00028347	"Tolerant"	"non-eQTL"	NA	NA
"DZIP3"	1.6537e-13	"Tolerant"	"non-eQTL"	NA	NA
"FOS"	0.26176	"Tolerant"	"non-eQTL"	NA	NA
"CDKN1B"	0.62376	"Tolerant"	"non-eQTL"	NA	NA
"RIT1"	0.13281	"Tolerant"	"non-eQTL"	NA	NA
"USP28"	4.5284e-13	"Tolerant"	"non-eQTL"	NA	NA
"LUC7L2"	0.00028277	"Tolerant"	"non-eQTL"	NA	NA
"ARPC1B"	0.010999	"Tolerant"	"non-eQTL"	NA	NA
"DIO3"	0.62331	"Tolerant"	"non-eQTL"	NA	NA
"CP"	4.2013e-10	"Tolerant"	"non-eQTL"	NA	NA
"GZF1"	0.0017798	"Tolerant"	"non-eQTL"	NA	NA
"C14orf93"	0.01085	"Tolerant"	"non-eQTL"	NA	NA
"RRAD"	0.43879	"Tolerant"	"non-eQTL"	NA	NA
"TIMM50"	0.0017835	"Tolerant"	"non-eQTL"	NA	NA
"AC074212.3"	0.0044198	"Tolerant"	"non-eQTL"	NA	NA
"EDC3"	0.026011	"Tolerant"	"non-eQTL"	NA	NA
"ADAMTS7"	2.2517e-14	"Tolerant"	"non-eQTL"	NA	NA
"CENPN"	0.0044226	"Tolerant"	"non-eQTL"	NA	NA
"GPR22"	0.060335	"Tolerant"	"non-eQTL"	NA	NA
"TRIP10"	1.6667e-05	"Tolerant"	"non-eQTL"	NA	NA
"PSKH1"	0.26016	"Tolerant"	"non-eQTL"	NA	NA
"GALNT11"	1.6685e-05	"Tolerant"	"non-eQTL"	NA	NA
"PSME1"	0.13197	"Tolerant"	"non-eQTL"	NA	NA
"CEP250"	9.449e-33	"Tolerant"	"non-eQTL"	NA	NA
"CUBN"	4.6292e-42	"Tolerant"	"non-eQTL"	NA	NA
"RBP3"	0.00010889	"Tolerant"	"non-eQTL"	NA	NA
"PPP1R16A"	0.004389	"Tolerant"	"non-eQTL"	NA	NA
"TCP11L1"	0.0043702	"Tolerant"	"non-eQTL"	NA	NA
"ADAMTSL3"	1.3662e-19	"Tolerant"	"non-eQTL"	NA	NA
"SGOL2"	3.6085e-07	"Tolerant"	"non-eQTL"	NA	NA
"NLRP6"	0.00027432	"Tolerant"	"non-eQTL"	NA	NA
"ZG16"	0.62131	"Tolerant"	"non-eQTL"	NA	NA
"IL1B"	0.13005	"Tolerant"	"non-eQTL"	NA	NA
"LAMC2"	2.8791e-12	"Tolerant"	"non-eQTL"	NA	NA
"SUN2"	1.9389e-08	"Tolerant"	"non-eQTL"	NA	NA
"ITGB4"	9.5287e-19	"Tolerant"	"non-eQTL"	NA	NA
"HIC1"	0.13002	"Tolerant"	"non-eQTL"	NA	NA
"RRN3"	1.618e-05	"Tolerant"	"non-eQTL"	NA	NA
"LPPR5"	0.0593	"Tolerant"	"non-eQTL"	NA	NA
"CXorf57"	0.0002712	"Tolerant"	"non-eQTL"	NA	NA
"SYTL5"	0.00026919	"Tolerant"	"non-eQTL"	NA	NA
"SHC1"	0.0017351	"Tolerant"	"non-eQTL"	NA	NA
"KISS1R"	0.43649	"Tolerant"	"non-eQTL"	NA	NA
"ZNF341"	2.4063e-06	"Tolerant"	"non-eQTL"	NA	NA
"FBXO10"	2.3763e-06	"Tolerant"	"non-eQTL"	NA	NA
"PEX6"	6.253e-06	"Tolerant"	"non-eQTL"	NA	NA
"ARL8B"	0.12959	"Tolerant"	"non-eQTL"	NA	NA
"BAIAP2L1"	0.00010429	"Tolerant"	"non-eQTL"	NA	NA
"TDRD9"	7.2697e-15	"Tolerant"	"Cis"	"rs4906364"	-0.745774341254017
"TDRD9"	7.2697e-15	"Tolerant"	"Cis"	"rs10149470"	-0.580779636405926
"ITGB7"	2.3661e-06	"Tolerant"	"non-eQTL"	NA	NA
"ENOX1"	2.3323e-06	"Tolerant"	"non-eQTL"	NA	NA
"WIPI1"	0.0016999	"Tolerant"	"non-eQTL"	NA	NA
"FAM57A"	0.25619	"Tolerant"	"non-eQTL"	NA	NA
"NPHP3"	9.836e-16	"Tolerant"	"non-eQTL"	NA	NA
"SLC25A1"	0.058829	"Tolerant"	"non-eQTL"	NA	NA
"LCA5"	4.0606e-05	"Tolerant"	"non-eQTL"	NA	NA
"COG1"	4.9379e-08	"Tolerant"	"non-eQTL"	NA	NA
"FXYD6"	0.61886	"Tolerant"	"non-eQTL"	NA	NA
"TMEM168"	0.0042658	"Tolerant"	"non-eQTL"	NA	NA
"VPS13B"	2.5029e-45	"Tolerant"	"non-eQTL"	NA	NA
"PPWD1"	3.9819e-05	"Tolerant"	"non-eQTL"	NA	NA
"BCAP31"	0.43366	"Tolerant"	"non-eQTL"	NA	NA
"CALCOCO2"	0.0001027	"Tolerant"	"non-eQTL"	NA	NA
"CCDC80"	6.0008e-06	"Tolerant"	"non-eQTL"	NA	NA
"YES1"	4.0091e-05	"Tolerant"	"non-eQTL"	NA	NA
"ABHD17B"	0.25442	"Tolerant"	"non-eQTL"	NA	NA
"KLHL24"	0.0016745	"Tolerant"	"non-eQTL"	NA	NA
"RHAG"	0.010404	"Tolerant"	"non-eQTL"	NA	NA
"NID1"	7.2197e-12	"Tolerant"	"non-eQTL"	NA	NA
"POLA2"	8.7346e-07	"Tolerant"	"non-eQTL"	NA	NA
"LOXL2"	3.3844e-07	"Tolerant"	"non-eQTL"	NA	NA
"SLC2A3"	0.010333	"Tolerant"	"non-eQTL"	NA	NA
"FGF16"	0.75107	"Tolerant"	"non-eQTL"	NA	NA
"FAM98B"	0.010312	"Tolerant"	"non-eQTL"	NA	NA
"COLCA2"	0.75066	"Tolerant"	"non-eQTL"	NA	NA
"KLHL23"	0.0041626	"Tolerant"	"non-eQTL"	NA	NA
"NTM"	0.057798	"Tolerant"	"non-eQTL"	NA	NA
"ST8SIA2"	0.058099	"Tolerant"	"non-eQTL"	NA	NA
"MEAF6"	0.12785	"Tolerant"	"non-eQTL"	NA	NA
"HTR4"	0.024701	"Tolerant"	"non-eQTL"	NA	NA
"CDCP1"	0.0001002	"Tolerant"	"non-eQTL"	NA	NA
"WNT4"	0.12766	"Tolerant"	"non-eQTL"	NA	NA
"SLC35E1"	0.1273	"Tolerant"	"non-eQTL"	NA	NA
"PLEKHG3"	4.6804e-08	"Tolerant"	"non-eQTL"	NA	NA
"FOLR1"	0.12642	"Tolerant"	"non-eQTL"	NA	NA
"EPOR"	0.0101	"Tolerant"	"non-eQTL"	NA	NA
"TTYH2"	9.9328e-05	"Tolerant"	"non-eQTL"	NA	NA
"EXOC7"	3.2288e-07	"Tolerant"	"non-eQTL"	NA	NA
"TAX1BP1"	1.2061e-07	"Tolerant"	"non-eQTL"	NA	NA
"ZC3HC1"	0.00025557	"Tolerant"	"non-eQTL"	NA	NA
"NBR1"	6.6564e-09	"Tolerant"	"non-eQTL"	NA	NA
"HSPBP1"	0.057208	"Tolerant"	"non-eQTL"	NA	NA
"MED25"	8.4174e-07	"Tolerant"	"non-eQTL"	NA	NA
"NECAP1"	0.12559	"Tolerant"	"non-eQTL"	NA	NA
"UIMC1"	8.2815e-07	"Tolerant"	"non-eQTL"	NA	NA
"PGM3"	1.4641e-05	"Tolerant"	"non-eQTL"	NA	NA
"USP51"	0.12613	"Tolerant"	"non-eQTL"	NA	NA
"CD58"	0.25092	"Tolerant"	"non-eQTL"	NA	NA
"CDS1"	0.00064056	"Tolerant"	"non-eQTL"	NA	NA
"PRMT2"	0.0016132	"Tolerant"	"non-eQTL"	NA	NA
"ABCB9"	0.00025164	"Tolerant"	"non-eQTL"	NA	NA
"T"	0.024262	"Tolerant"	"non-eQTL"	NA	NA
"GATAD1"	0.42971	"Tolerant"	"non-eQTL"	NA	NA
"ALG9"	0.00064044	"Tolerant"	"non-eQTL"	NA	NA
"SMCR8"	0.001598	"Tolerant"	"non-eQTL"	NA	NA
"CSPG5"	0.056186	"Tolerant"	"non-eQTL"	NA	NA
"ACSF2"	1.4241e-05	"Tolerant"	"non-eQTL"	NA	NA
"TRPC6"	3.0274e-07	"Tolerant"	"non-eQTL"	NA	NA
"BMP3"	0.056398	"Tolerant"	"non-eQTL"	NA	NA
"REC8"	5.5411e-06	"Tolerant"	"non-eQTL"	NA	NA
"RABGEF1"	0.00063083	"Tolerant"	"non-eQTL"	NA	NA
"NBEAL1"	5.1093e-33	"Tolerant"	"non-eQTL"	NA	NA
"MTMR2"	3.0351e-07	"Tolerant"	"non-eQTL"	NA	NA
"KCTD7"	0.00063083	"Tolerant"	"non-eQTL"	NA	NA
"KIAA1715"	0.00062151	"Tolerant"	"non-eQTL"	NA	NA
"NHP2L1"	0.74848	"Tolerant"	"non-eQTL"	NA	NA
"SLC7A6"	0.0097291	"Tolerant"	"non-eQTL"	NA	NA
"UBE2E3"	0.42649	"Tolerant"	"non-eQTL"	NA	NA
"IPCEF1"	0.0015595	"Tolerant"	"non-eQTL"	NA	NA
"NOL11"	7.9154e-07	"Tolerant"	"non-eQTL"	NA	NA
"ATP2A3"	2.247e-09	"Tolerant"	"non-eQTL"	NA	NA
"PHB2"	0.0039339	"Tolerant"	"non-eQTL"	NA	NA
"CCIN"	0.12403	"Tolerant"	"non-eQTL"	NA	NA
"MYD88"	0.12443	"Tolerant"	"non-eQTL"	NA	NA
"LAMB2"	2.5006e-19	"Tolerant"	"non-eQTL"	NA	NA
"RAI2"	0.61158	"Tolerant"	"non-eQTL"	NA	NA
"PTPN21"	2.2052e-12	"Tolerant"	"non-eQTL"	NA	NA
"FRMPD1"	2.1898e-12	"Tolerant"	"non-eQTL"	NA	NA
"RNF213"	4.9078e-55	"Tolerant"	"non-eQTL"	NA	NA
"NUDT3"	0.42531	"Tolerant"	"non-eQTL"	NA	NA
"CIRH1A"	7.7093e-07	"Tolerant"	"non-eQTL"	NA	NA
"TAP1"	5.3431e-06	"Tolerant"	"Cis"	"rs7743252"	0.306105786206966
"NKAIN1"	0.24678	"Tolerant"	"non-eQTL"	NA	NA
"KLHL5"	5.2757e-06	"Tolerant"	"non-eQTL"	NA	NA
"TCEAL4"	0.74827	"Tolerant"	"non-eQTL"	NA	NA
"CD6"	9.2695e-05	"Tolerant"	"non-eQTL"	NA	NA
"SEMA3D"	4.0219e-08	"Tolerant"	"non-eQTL"	NA	NA
"DPY19L3"	2.8534e-07	"Tolerant"	"non-eQTL"	NA	NA
"ECT2"	8.0837e-10	"Tolerant"	"non-eQTL"	NA	NA
"BRDT"	5.7616e-09	"Tolerant"	"non-eQTL"	NA	NA
"JTB"	0.42432	"Tolerant"	"non-eQTL"	NA	NA
"PHKG2"	0.0038581	"Tolerant"	"non-eQTL"	NA	NA
"DVL2"	1.3576e-05	"Tolerant"	"non-eQTL"	NA	NA
"KCNF1"	0.24593	"Tolerant"	"non-eQTL"	NA	NA
"P4HA2"	1.9699e-06	"Tolerant"	"non-eQTL"	NA	NA
"CREB3L2"	0.0015297	"Tolerant"	"non-eQTL"	NA	NA
"ACTR10"	0.0015053	"Tolerant"	"non-eQTL"	NA	NA
"BEND5"	0.054336	"Tolerant"	"non-eQTL"	NA	NA
"NOTCH2NL"	0.60972	"Tolerant"	"non-eQTL"	NA	NA
"FRAS1"	3.0802e-45	"Tolerant"	"non-eQTL"	NA	NA
"PGM5"	0.00059096	"Tolerant"	"non-eQTL"	NA	NA
"SESN1"	0.00059629	"Tolerant"	"non-eQTL"	NA	NA
"VPS45"	5.094e-06	"Tolerant"	"non-eQTL"	NA	NA
"PELI3"	0.0094922	"Tolerant"	"non-eQTL"	NA	NA
"IL2RA"	0.054709	"Tolerant"	"non-eQTL"	NA	NA
"YPEL1"	0.60986	"Tolerant"	"non-eQTL"	NA	NA
"CASP2"	0.0015026	"Tolerant"	"non-eQTL"	NA	NA
"NTRK1"	1.9568e-06	"Tolerant"	"non-eQTL"	NA	NA
"EHBP1L1"	7.1163e-13	"Tolerant"	"non-eQTL"	NA	NA
"GPR162"	0.0093905	"Tolerant"	"non-eQTL"	NA	NA
"TRIM36"	3.415e-05	"Tolerant"	"non-eQTL"	NA	NA
"SCG3"	0.0014883	"Tolerant"	"non-eQTL"	NA	NA
"TRIM44"	0.053808	"Tolerant"	"non-eQTL"	NA	NA
"TMED4"	0.24339	"Tolerant"	"non-eQTL"	NA	NA
"HOMER2"	0.0093921	"Tolerant"	"non-eQTL"	NA	NA
"PRRX1"	0.24291	"Tolerant"	"non-eQTL"	NA	NA
"TRABD"	0.022862	"Tolerant"	"non-eQTL"	NA	NA
"ENPP4"	0.11941	"Tolerant"	"non-eQTL"	NA	NA
"CCM2"	0.0092809	"Tolerant"	"non-eQTL"	NA	NA
"HOXC13"	0.42048	"Tolerant"	"non-eQTL"	NA	NA
"ANGPTL2"	0.0014712	"Tolerant"	"non-eQTL"	NA	NA
"SOCS3"	0.74613	"Tolerant"	"non-eQTL"	NA	NA
"VASH2"	0.24217	"Tolerant"	"non-eQTL"	NA	NA
"LAT"	0.0092377	"Tolerant"	"non-eQTL"	NA	NA
"GUCD1"	0.24228	"Tolerant"	"non-eQTL"	NA	NA
"TOMM22"	0.60847	"Tolerant"	"non-eQTL"	NA	NA
"COG7"	2.5926e-07	"Tolerant"	"non-eQTL"	NA	NA
"SNX5"	0.001446	"Tolerant"	"non-eQTL"	NA	NA
"PPP1R1B"	0.24098	"Tolerant"	"non-eQTL"	NA	NA
"AQP9"	0.24027	"Tolerant"	"non-eQTL"	NA	NA
"GLRX5"	0.7456	"Tolerant"	"non-eQTL"	NA	NA
"CPT1A"	5.114e-09	"Tolerant"	"non-eQTL"	NA	NA
"TBC1D9B"	5.0231e-12	"Tolerant"	"non-eQTL"	NA	NA
"PRUNE"	0.0091474	"Tolerant"	"non-eQTL"	NA	NA
"DENND3"	1.3007e-11	"Tolerant"	"non-eQTL"	NA	NA
"HSD11B1"	0.41696	"Tolerant"	"non-eQTL"	NA	NA
"PDCD1"	0.41706	"Tolerant"	"non-eQTL"	NA	NA
"C12orf44"	0.60623	"Tolerant"	"non-eQTL"	NA	NA
"MIA2"	0.0014245	"Tolerant"	"non-eQTL"	NA	NA
"PPM1B"	0.0090829	"Tolerant"	"non-eQTL"	NA	NA
"NUP35"	0.022182	"Tolerant"	"non-eQTL"	NA	NA
"FAM117B"	0.0090079	"Tolerant"	"non-eQTL"	NA	NA
"GHR"	8.4385e-05	"Tolerant"	"non-eQTL"	NA	NA
"CDK5RAP2"	4.6171e-23	"Tolerant"	"non-eQTL"	NA	NA
"GLRB"	0.0014157	"Tolerant"	"non-eQTL"	NA	NA
"ZMYM1"	1.317e-08	"Tolerant"	"non-eQTL"	NA	NA
"BMPER"	6.5881e-07	"Tolerant"	"non-eQTL"	NA	NA
"NFE2L2"	0.0035719	"Tolerant"	"non-eQTL"	NA	NA
"TCEB1"	0.74421	"Tolerant"	"non-eQTL"	NA	NA
"MAP2K3"	0.022009	"Tolerant"	"non-eQTL"	NA	NA
"COL8A2"	0.11765	"Tolerant"	"non-eQTL"	NA	NA
"EIF6"	0.2378	"Tolerant"	"non-eQTL"	NA	NA
"USP30"	8.2501e-05	"Tolerant"	"non-eQTL"	NA	NA
"MKRN2"	0.0088248	"Tolerant"	"non-eQTL"	NA	NA
"ZBTB24"	0.00020919	"Tolerant"	"non-eQTL"	NA	NA
"ITGA8"	6.0785e-13	"Tolerant"	"non-eQTL"	NA	NA
"ZNF346"	0.11649	"Tolerant"	"non-eQTL"	NA	NA
"PEX1"	1.0572e-14	"Tolerant"	"non-eQTL"	NA	NA
"CD44"	2.4476e-07	"Tolerant"	"non-eQTL"	NA	NA
"DDX54"	4.7418e-09	"Tolerant"	"non-eQTL"	NA	NA
"RHOA"	0.60405	"Tolerant"	"non-eQTL"	NA	NA
"PPP3R1"	0.41481	"Tolerant"	"non-eQTL"	NA	NA
"SDC3"	0.41455	"Tolerant"	"non-eQTL"	NA	NA
"WDR60"	4.3207e-12	"Tolerant"	"non-eQTL"	NA	NA
"ARHGEF15"	1.66e-06	"Tolerant"	"non-eQTL"	NA	NA
"AFAP1"	2.3828e-07	"Tolerant"	"non-eQTL"	NA	NA
"SAMD1"	0.23605	"Tolerant"	"non-eQTL"	NA	NA
"MYCL"	0.11551	"Tolerant"	"non-eQTL"	NA	NA
"PRPH2"	0.11554	"Tolerant"	"non-eQTL"	NA	NA
"UBE2D3"	0.41278	"Tolerant"	"non-eQTL"	NA	NA
"NKX2-2"	0.41392	"Tolerant"	"non-eQTL"	NA	NA
"TTPAL"	0.116	"Tolerant"	"non-eQTL"	NA	NA
"GOLPH3"	0.23586	"Tolerant"	"non-eQTL"	NA	NA
"ALKBH8"	0.00020414	"Tolerant"	"non-eQTL"	NA	NA
"PIK3C3"	8.4165e-11	"Tolerant"	"non-eQTL"	NA	NA
"HPD"	0.00052764	"Tolerant"	"non-eQTL"	NA	NA
"WARS2"	0.050885	"Tolerant"	"non-eQTL"	NA	NA
"BTBD19"	0.05075	"Tolerant"	"non-eQTL"	NA	NA
"PRELID1"	0.11518	"Tolerant"	"non-eQTL"	NA	NA
"DYNLL2"	0.74311	"Tolerant"	"non-eQTL"	NA	NA
"KCNG2"	0.60183	"Tolerant"	"non-eQTL"	NA	NA
"TRPV6"	6.1719e-07	"Tolerant"	"non-eQTL"	NA	NA
"STARD3"	7.8915e-05	"Tolerant"	"non-eQTL"	NA	NA
"KCNH8"	2.286e-10	"Tolerant"	"non-eQTL"	NA	NA
"PEMT"	0.23456	"Tolerant"	"non-eQTL"	NA	NA
"SLCO2B1"	1.1159e-05	"Tolerant"	"non-eQTL"	NA	NA
"SIDT2"	2.2006e-10	"Tolerant"	"non-eQTL"	NA	NA
"ATP6V0C"	0.74232	"Tolerant"	"non-eQTL"	NA	NA
"CTDSP2"	0.11425	"Tolerant"	"non-eQTL"	NA	NA
"PLS1"	1.1321e-05	"Tolerant"	"non-eQTL"	NA	NA
"FAM73B"	2.959e-05	"Tolerant"	"non-eQTL"	NA	NA
"PRAF2"	0.74236	"Tolerant"	"non-eQTL"	NA	NA
"MFAP4"	0.11416	"Tolerant"	"non-eQTL"	NA	NA
"SLC35F4"	0.0085933	"Tolerant"	"non-eQTL"	NA	NA
"GAPDH"	0.11388	"Tolerant"	"non-eQTL"	NA	NA
"FLVCR1"	0.0013127	"Tolerant"	"non-eQTL"	NA	NA
"DSCC1"	0.0084752	"Tolerant"	"non-eQTL"	NA	NA
"CBX3"	0.40951	"Tolerant"	"non-eQTL"	NA	NA
"RIMS4"	0.23281	"Tolerant"	"non-eQTL"	NA	NA
"DFNB31"	7.6538e-05	"Tolerant"	"non-eQTL"	NA	NA
"WDR92"	0.008485	"Tolerant"	"non-eQTL"	NA	NA
"TRANK1"	2.0096e-25	"Tolerant"	"non-eQTL"	NA	NA
"GBX1"	0.40982	"Tolerant"	"non-eQTL"	NA	NA
"TRIP4"	5.9901e-07	"Tolerant"	"non-eQTL"	NA	NA
"UTP6"	3.113e-08	"Tolerant"	"non-eQTL"	NA	NA
"SLC13A5"	0.00050598	"Tolerant"	"non-eQTL"	NA	NA
"FAM43A"	0.40754	"Tolerant"	"non-eQTL"	NA	NA
"TMEM189"	0.0083949	"Tolerant"	"non-eQTL"	NA	NA
"TMEM189-UBE2V1"	0.0083949	"Tolerant"	"non-eQTL"	NA	NA
"CNEP1R1"	0.40866	"Tolerant"	"non-eQTL"	NA	NA
"PPP1R18"	0.00050298	"Tolerant"	"non-eQTL"	NA	NA
"MXD1"	0.23163	"Tolerant"	"non-eQTL"	NA	NA
"EID3"	0.40761	"Tolerant"	"non-eQTL"	NA	NA
"UBA52"	0.59849	"Tolerant"	"non-eQTL"	NA	NA
"KRT2"	0.0012882	"Tolerant"	"non-eQTL"	NA	NA
"ZNF653"	0.0012866	"Tolerant"	"non-eQTL"	NA	NA
"ISL2"	0.11148	"Tolerant"	"non-eQTL"	NA	NA
"SKAP2"	0.0012836	"Tolerant"	"non-eQTL"	NA	NA
"KCNS1"	0.11183	"Tolerant"	"non-eQTL"	NA	NA
"CA8"	0.0082516	"Tolerant"	"non-eQTL"	NA	NA
"TRIP6"	0.0032632	"Tolerant"	"non-eQTL"	NA	NA
"CLEC2D"	0.23009	"Tolerant"	"non-eQTL"	NA	NA
"EMC2"	0.003297	"Tolerant"	"non-eQTL"	NA	NA
"C12orf4"	1.0655e-05	"Tolerant"	"non-eQTL"	NA	NA
"SCAND3"	3.9877e-09	"Tolerant"	"non-eQTL"	NA	NA
"PICK1"	0.0081806	"Tolerant"	"non-eQTL"	NA	NA
"RAB21"	0.1111	"Tolerant"	"non-eQTL"	NA	NA
"FOXO6"	0.40546	"Tolerant"	"non-eQTL"	NA	NA
"HSPA2"	0.048648	"Tolerant"	"non-eQTL"	NA	NA
"MLST8"	0.0082177	"Tolerant"	"non-eQTL"	NA	NA
"TINF2"	0.0012666	"Tolerant"	"non-eQTL"	NA	NA
"BIVM"	0.00018694	"Tolerant"	"non-eQTL"	NA	NA
"DRAM1"	0.22771	"Tolerant"	"non-eQTL"	NA	NA
"UCHL5"	0.0012557	"Tolerant"	"non-eQTL"	NA	NA
"RNF128"	0.22826	"Tolerant"	"non-eQTL"	NA	NA
"OR10C1"	0.73963	"Tolerant"	"non-eQTL"	NA	NA
"SUPT7L"	0.048542	"Tolerant"	"non-eQTL"	NA	NA
"RECK"	1.9319e-10	"Tolerant"	"non-eQTL"	NA	NA
"MLX"	0.11032	"Tolerant"	"non-eQTL"	NA	NA
"SZRD1"	0.59651	"Tolerant"	"non-eQTL"	NA	NA
"SDC2"	0.4049	"Tolerant"	"non-eQTL"	NA	NA
"CRLF3"	0.00047973	"Tolerant"	"non-eQTL"	NA	NA
"TUBGCP5"	1.2275e-12	"Tolerant"	"non-eQTL"	NA	NA
"THOC6"	0.00047835	"Tolerant"	"non-eQTL"	NA	NA
"PNO1"	0.22652	"Tolerant"	"non-eQTL"	NA	NA
"MED30"	0.40259	"Tolerant"	"non-eQTL"	NA	NA
"TCEAL3"	0.73954	"Tolerant"	"non-eQTL"	NA	NA
"DNAH11"	2.5389e-58	"Tolerant"	"non-eQTL"	NA	NA
"IFRD1"	0.0012141	"Tolerant"	"non-eQTL"	NA	NA
"C5orf42"	5.8778e-36	"Tolerant"	"non-eQTL"	NA	NA
"CPAMD8"	6.9237e-23	"Tolerant"	"non-eQTL"	NA	NA
"TUBB4A"	0.1091	"Tolerant"	"non-eQTL"	NA	NA
"DHRS3"	0.22581	"Tolerant"	"non-eQTL"	NA	NA
"KCNK10"	0.0031431	"Tolerant"	"non-eQTL"	NA	NA
"TMEM121"	0.59413	"Tolerant"	"non-eQTL"	NA	NA
"BRAP"	3.7512e-06	"Tolerant"	"non-eQTL"	NA	NA
"ZSCAN18"	0.047469	"Tolerant"	"non-eQTL"	NA	NA
"CDCA7L"	0.00017861	"Tolerant"	"non-eQTL"	NA	NA
"GUCY1B3"	2.5834e-05	"Tolerant"	"non-eQTL"	NA	NA
"DHH"	0.22445	"Tolerant"	"non-eQTL"	NA	NA
"DHX57"	9.0569e-16	"Tolerant"	"non-eQTL"	NA	NA
"ERCC6L2"	5.0596e-07	"Tolerant"	"non-eQTL"	NA	NA
"DNAH8"	1.1489e-60	"Tolerant"	"non-eQTL"	NA	NA
"MTMR10"	1.8913e-07	"Tolerant"	"non-eQTL"	NA	NA
"TMOD2"	0.019553	"Tolerant"	"non-eQTL"	NA	NA
"CDAN1"	1.1134e-12	"Tolerant"	"non-eQTL"	NA	NA
"TESC"	0.10778	"Tolerant"	"non-eQTL"	NA	NA
"CA7"	0.10796	"Tolerant"	"non-eQTL"	NA	NA
"LRRFIP1"	0.019511	"Tolerant"	"non-eQTL"	NA	NA
"INPP5E"	0.0031048	"Tolerant"	"non-eQTL"	NA	NA
"NCBP2"	0.39994	"Tolerant"	"non-eQTL"	NA	NA
"VTI1B"	0.10836	"Tolerant"	"non-eQTL"	NA	NA
"RABGGTB"	0.007867	"Tolerant"	"non-eQTL"	NA	NA
"GORASP1"	0.019543	"Tolerant"	"non-eQTL"	NA	NA
"ZBTB3"	0.019277	"Tolerant"	"non-eQTL"	NA	NA
"HBS1L"	1.8606e-07	"Tolerant"	"non-eQTL"	NA	NA
